📡央视卫视,#genre#
重庆卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225898/index.m3u8?
重庆卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225952/index.m3u8?
湖南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225704/index.m3u8
浙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225744/index.m3u8
辽宁卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225696/index.m3u8
江西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225705/index.m3u8
江苏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225743/index.m3u8
东方卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225658/index.m3u8
东南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225657/index.m3u8
贵州卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225728/index.m3u8
四川卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225698/index.m3u8
山东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225697/index.m3u8
安徽卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225691/index.m3u8
内蒙古卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225667/index.m3u8
黑龙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225736/index.m3u8
超级电视剧,http://117.169.121.162:6610/PLTV/88888910/224/3221225625/index.m3u8
黑龙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225690/index.m3u8
中国教育-1,http://117.169.121.162:6610/PLTV/88888910/224/3221225661/index.m3u8
北京卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225674/index.m3u8
重庆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225692/index.m3u8
湖北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225740/index.m3u8
深圳卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225700/index.m3u8
山西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225730/index.m3u8
河北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225732/index.m3u8
青海卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225727/index.m3u8
陕西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225729/index.m3u8
甘肃卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225724/index.m3u8
宁夏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225726/index.m3u8
广东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225701/index.m3u8
广西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225731/index.m3u8
海南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225722/index.m3u8
吉林卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225680/index.m3u8
云南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225664/index.m3u8
新疆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225725/index.m3u8

黑龙江卫视,http://221.2.36.34:8888/newlive/live/hls/45/live.m3u8
浙江卫视,http://221.2.36.34:8888/newlive/live/hls/24/live.m3u8
湖南卫视,http://221.2.36.34:8888/newlive/live/hls/23/live.m3u8
新疆卫视,http://221.2.36.34:8888/newlive/live/hls/38/live.m3u8
云南卫视,http://221.2.36.34:8888/newlive/live/hls/27/live.m3u8
青海卫视,http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8
西藏卫视,http://221.2.36.34:8888/newlive/live/hls/37/live.m3u8
广西卫视,http://221.2.36.34:8888/newlive/live/hls/26/live.m3u8
重庆卫视,http://221.2.36.34:8888/newlive/live/hls/31/live.m3u8
江苏卫视,http://221.2.36.34:8888/newlive/live/hls/22/live.m3u8
广东卫视,http://221.2.36.34:8888/newlive/live/hls/21/live.m3u8
深圳卫视,http://221.2.36.34:8888/newlive/live/hls/28/live.m3u8
北京卫视,http://221.2.36.34:8888/newlive/live/hls/19/live.m3u8
天津卫视,http://221.2.36.34:8888/newlive/live/hls/42/live.m3u8
东方卫视,http://221.2.36.34:8888/newlive/live/hls/20/live.m3u8
山东卫视,http://221.2.36.34:8888/newlive/live/hls/30/live.m3u8
湖北卫视,http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8
四川卫视,http://221.2.36.34:8888/newlive/live/hls/32/live.m3u8
安徽卫视,http://221.2.36.34:8888/newlive/live/hls/25/live.m3u8
河北卫视,http://221.2.36.34:8888/newlive/live/hls/46/live.m3u8
东南卫视,http://221.2.36.34:8888/newlive/live/hls/44/live.m3u8
辽宁卫视,http://221.2.36.34:8888/newlive/live/hls/43/live.m3u8
江西卫视,http://221.2.36.34:8888/newlive/live/hls/48/live.m3u8
海南卫视,http://221.2.36.34:8888/newlive/live/hls/47/live.m3u8
吉林卫视,http://221.2.36.34:8888/newlive/live/hls/35/live.m3u8
贵州卫视,http://221.2.36.34:8888/newlive/live/hls/29/live.m3u8
河南卫视,http://221.2.36.34:8888/newlive/live/hls/33/live.m3u8



CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8?
CCTV6?http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8?
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8?
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8

CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8?
CCTV12http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV14http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CETV-1,http://111.12.110.7:6610/PLTV/77777777/224/3221225776/index.m3u8?
CETV-2,http://111.12.110.7:6610/PLTV/77777777/224/3221225881/index.m3u8?
CETV-4,http://111.12.110.7:6610/PLTV/77777777/224/3221225723/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225707/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225816/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225822/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225825/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225875/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225878/index.m3u8?

CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226010/index.m3u8?
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?
CCTV1http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226583/index.m3u8
CCTV1http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV2http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV3http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV4http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226223/index.m3u8
CCTV5http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://39.135.138.58:18890/TVOD/88888888/224/3221225637/index.m3u8
CCTV13
3221225638/index.m3u8
CCTV14,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226230/index.m3u8
CCTV世界地理,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226947/index.m3u8
CCTV兵器科技,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226975/index.m3u8
CCTV央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/index.m3u8
CCTV央视文化精品http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226981/index.m3u8
CCTV女性时尚http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226969/index.m3u8
CCTV怀旧剧场http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226972/index.m3u8
CCTV电视指南http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226987/index.m3u8
CCTV第一剧场http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226959/index.m3u8
CCTV风云剧场http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226950/index.m3u8
CCTV风云足球http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/index.m3u8
CCTV风云音乐http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226953/index.m3u8
CCTV高尔夫网球http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226978/index.m3u8
CGTN,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225745/index.m3u8?
CGTN,http://live.cgtn.com/500/prog_index.m3u8
精彩综艺http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226009/index.m3u8

浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8?
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8?
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8?
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8?
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8?
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225797/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8?
江苏卫视http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8?
辽宁卫视http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
北京卫视http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8?
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8?
湖北卫视http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8?
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8?
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8?
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8?
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
金鹰纪实http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8
金鹰纪实,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001230/index.m3u8
CCTV5+
3221225649/index.m3u8
厦门卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225823/index.m3u8?
厦门卫视,http://[2409:8087:7001:20:3::8]/wh7f454c46tw3668102687_-1685572938/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8?icpid=88888890&RTS=1680074615&from=20&hms_devid=8054&prioritypopid=20&online=1680074615&vqe=3
上海都市,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001015/index.m3u8?
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8

康巴卫视,http://lcx-olt.8866.org:8181/tsfile/live/1182_1.m3u8
CCTV娱乐,http://lcx-olt.8866.org:8181/tsfile/live/1209_1.m3u8
凤凰卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8,
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
凤凰资讯,http://113.117.74.28:8081/hls/36/index.m3u8
公共频道,http://111.12.110.7:6610/PLTV/77777777/224/3221225930/index.m3u8?
深圳娱乐,http://88888.55555.io:2345/udp/239.77.1.243:5146
南方卫视,http://39.134.24.162:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
求索动物/3221225730/index.m3u8
求索记录/3221225713/index.m3u8
求索科学/3221225728/index.m3u8
求索生活/3221225715/index.m3u8
金色学堂,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001194/index.m3u8
都市剧场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001203/index.m3u8
金鹰纪实,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001230/index.m3u8
浙江影视,http://hw-m-l.cztv.com/channels/lantian/channel05/720p.m3u8
山东齐鲁,http://123.132.226.194:31028/hls/11/index.m3u8
山东教育,http://111.12.110.7:6610/PLTV/77777777/224/3221225708/index.m3u8?
上海新闻综合,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001014/index.m3u8
上海教育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001268/index.m3u8
上海ICS外语,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001128/index.m3u8
山东综艺,http://119.164.216.162:9901/tsfile/live/1001_1.m3u8
北京综合,http://123.132.226.194:31028/hls/24/index.m3u8
茶频道,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226808/index.m3u8
乐游,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001200/index.m3u8
中国天气,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001102/index.m3u8
CCTV娱乐,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156405&extension=ts
CCTV戏曲,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156406&extension=ts
浙江卫视国际,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156412&extension=ts
湖南卫视国际,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156418&extension=ts
安徽卫视国际,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156420&extension=ts
江苏卫视国际,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156423&extension=ts


📡百视,#genre#

百视独播1,https://bp-caster.bestv.com.cn/940/3/video.m3u8
百视独播2,https://bp-caster.bestv.com.cn/944/3/video.m3u8
百视自制,https://bp-caster.bestv.com.cn/723/3/video.m3u8
独家直播,https://bp-caster.bestv.com.cn/936/3/video.m3u8


📡咪咕综合,#genre#
CCTV-1HD,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1580954862_989339440/wd_r2/cctv/cctv1hd/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073730&ContentId=265183188&timezone=UTC&mtv_session=70e0f8e2241f03fbb284fe07471c1406&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=a8389d6ec822d0e298d3b92aa95fa266
CCTV-1HD2,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1581250417_885644752/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073731&ContentId=265183188&timezone=UTC&mtv_session=daa1da1586a901a8da2361a3c74fb673&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=7ebdf5c15cb6d83de8422d8a58468f02
CCTV-2HD,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1581514102_1458964604/wd_r2/cctv/cctv2hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073731&ContentId=265667329&timezone=UTC&mtv_session=0652a49abec4c860e1b09ad88db72dc8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3816442679b4c149e40771e4b7b870cb
CCTV-3HD,http://hms2844nc1972666627.live.aikan.miguvideo.com/wh7f454c46tw1581797368_796839580/wd_r2/ocn/cctv3hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073731&ContentId=265667206&timezone=UTC&mtv_session=930288b6183258a028c1df87d499752c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4fe4ab3b93d2b7f4fe74cdc14f0914bb
CCTV-4HD,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1582083769_-1437579634/wd_r2/cctv/cctv4hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073732&ContentId=265667639&timezone=UTC&mtv_session=bd66c8df11d2f77bee645f53f4ed7362&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=c2b1baee99eab7588b8ea53f584c3bb1
CCTV-4欧洲,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1582375949_203608310/migu/kailu/20200324/cctv4ouhd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073732&ContentId=265667313&timezone=UTC&mtv_session=12bc39164397f10e5223af167f7534a1&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9d84e48895c7676c2037280dd67a8351
CCTV-4美洲,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1582682240_-1402839824/migu/kailu/20200324/cctv4meihd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073732&ContentId=265667335&timezone=UTC&mtv_session=361466f23b240ef7fb33d32f582f16e5&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=0ecf0c5bd1bb66dff4d24e873e5c63ef
CCTV-5HD,http://hms2844nc1972666627.live.aikan.miguvideo.com/wh7f454c46tw1582982132_-1228252651/wd_r2/cctv/cctv5hdnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073732&ContentId=265667565&timezone=UTC&mtv_session=9723de29a88e2be1095d8c6d5a75dee9&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=12723843ed39c650d67a569eb896dd81
CCTV-5HD2,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1583280123_-1034945773/wd_r2/cctv/cctv5hdnew/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073733&ContentId=265667565&timezone=UTC&mtv_session=8f0bdd602a18ee761127cc159afcecfb&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2b2cde70d9706cbeb708efa172ae54ff
CCTV-5+HD,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1583569220_1871236375/wd_r2/cctv/cctv5plusnew/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073733&ContentId=265106763&timezone=UTC&mtv_session=58d355d22d80390d6d25dbd6f235e018&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9c4cfaf2b480fa47f51066d541e0a97a
CCTV-5+HD2,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1583876590_-1805575416/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073733&ContentId=265106763&timezone=UTC&mtv_session=1f5bd52f67ecd434a6cf3bd7ebc51a71&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=08375028c68909716c1218fc91018199
CCTV-6HD,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1584168866_889700348/wd_r2/ocn/cctv6hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667482&timezone=UTC&mtv_session=f70082b1ade8cb422547681dfcdad578&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3197a71757b802dc65f32626eb2ec8dd
CCTV-7HD,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1584449189_-1771078739/migu/kailu/20200324/cctv7hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667268&timezone=UTC&mtv_session=dac68d68c1a7bfb5fce6e52fcae95b03&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=011fdc0d9d5b681821c2be70c08216b1
CCTV-8HD,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1584743785_1819567660/wd_r2/ocn/cctv8hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667466&timezone=UTC&mtv_session=f134ad943219a0326cf721cd778880da&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d7e74f98dc5df6c18673696da1cb0fc7
CCTV-9HD,http://hms2904nc1972666633.live.aikan.miguvideo.com/wh7f454c46tw1585021209_2146650853/migu/kailu/20200324/cctv9hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667202&timezone=UTC&mtv_session=3b457b5d48dfa5bec1b31c42bdc38890&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4831b14f9cf512f5bf6964b103251dc9
CCTV-10HD,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1585335959_654961635/wd_r2/ocn/cctv10hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667631&timezone=UTC&mtv_session=2b68379f8365805b0723de44fb722ac4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b8a484d39ecc065fa7a374c4a21467e9
CCTV-11HD,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1585598366_-481653261/migu/kailu/cctv11hd/57/20200103/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667429&timezone=UTC&mtv_session=4b2a1a34470a2292a3b6b8defdd19dc8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f5c6b917bd6664cd3abf93c9a779b8bf
CCTV-12HD,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1585892033_-953434305/migu/kailu/20200324/cctv12hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667607&timezone=UTC&mtv_session=04a047571867297b61308196c0b61be4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=6f196fd01444dfaf9d9ea5d0cc8ecc01
CCTV-13HD,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1586189138_-1841939918/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667474&timezone=UTC&mtv_session=8007a0a816a3740025b4925aeae306b3&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9ef05645ea51ea0bcfe8d603b748a30e
CCTV-14HD,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1586468724_862335566/wd_r2/ocn/cctv14hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667325&timezone=UTC&mtv_session=d69ff4fc771dd3f04825ad6d23121aa0&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e145be999fb1457e94c38e728570b97e
CCTV-15HD,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1586792991_-195972221/migu/kailu/20200324/cctv15hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667535&timezone=UTC&mtv_session=5229243a54883745a550aaaa6f71126b&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=324a9a20d7e080d5c25a85803c60add8
CCTV-17HD,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1587065488_-544231819/migu/kailu/20200324/cctv17hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073737&ContentId=265667526&timezone=UTC&mtv_session=fce9a29d0fe15700731dd42b5514437c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=38e21fbccbeb7ce8cdeaf7c394b87ce1
